Libraries that were subscribed to magazines on 06/30/2019
Library Nickname	Official Name	State	Country	Child Library Name
SAPLN	South Australian Public Library Network	South Australia	AU	Henley Library
SAPLN	South Australian Public Library Network	South Australia	AU	Hindmarsh Library
SAPLN	South Australian Public Library Network	South Australia	AU	Holdfast Bay History Centre
SAPLN	South Australian Public Library Network	South Australia	AU	Hub Library Aberfoyle Park
SAPLN	South Australian Public Library Network	South Australia	AU	Ingle Farm Library
SAPLN	South Australian Public Library Network	South Australia	AU	Jamestown School Community Library
SAPLN	South Australian Public Library Network	South Australia	AU	Kadina Library
SAPLN	South Australian Public Library Network	South Australia	AU	Kangaroo Island Library Service - Kingscote
SAPLN	South Australian Public Library Network	South Australia	AU	Kangaroo Island Library Service - Penneshaw
SAPLN	South Australian Public Library Network	South Australia	AU	Karcultaby Area School
SAPLN	South Australian Public Library Network	South Australia	AU	Karoonda Library
SAPLN	South Australian Public Library Network	South Australia	AU	Keith School Community Library
SAPLN	South Australian Public Library Network	South Australia	AU	Kimba Library
SAPLN	South Australian Public Library Network	South Australia	AU	Kingston Community School Library
SAPLN	South Australian Public Library Network	South Australia	AU	Lameroo Library
SAPLN	South Australian Public Library Network	South Australia	AU	Leigh Creek Community Library
SAPLN	South Australian Public Library Network	South Australia	AU	Len Beadell Library (Salisbury)
SAPLN	South Australian Public Library Network	South Australia	AU	Light Regional Public Library Service (Freeling)
SAPLN	South Australian Public Library Network	South Australia	AU	Light Regional Public Library Service (Greenock)
SAPLN	South Australian Public Library Network	South Australia	AU	Light Regional Public Library Service (Kapunda)
SAPLN	South Australian Public Library Network	South Australia	AU	Lock Library
SAPLN	South Australian Public Library Network	South Australia	AU	Loxton Public Library
SAPLN	South Australian Public Library Network	South Australia	AU	Lucindale School Community Library
SAPLN	South Australian Public Library Network	South Australia	AU	Lyndoch Library
SAPLN	South Australian Public Library Network	South Australia	AU	Mallala Public Library
SAPLN	South Australian Public Library Network	South Australia	AU	Mannum School Community Library
